OBJECTID,FACILITYID,INSTALLDATE,MATERIAL,DIAMETER,WATERTYPE,TRANSMISS,ENABLED,ACTIVEFLAG,OWNEDBY,MAINTBY,LASTUPDATE,LASTEDITOR,Shape_Length,GlobalID,geometry,ResourceID
4140,WM-4140,19980101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,1.5962929241447112,{F6C42279-66D1-46B3-8E58-AD27B076E994},"LINESTRING (-88.14538244734587 41.77154444851098,-88.14537663902483 41.771544981928784)",0f1e7fde-c683-4856-9a04-a55299db5583
4141,WM-4141,19980101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,5.171930104090052,{B6DA8B82-C586-4A4F-B036-AD795466C835},"LINESTRING (-88.14538244734587 41.77154444851098,-88.14537961499995 41.77153041439939)",c063c125-6ac4-4eae-bd7e-0c00ad0d7fe9
4142,WM-4142,19980101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,9.355448167000759,{41A594C3-4E16-435E-81B0-ED4FF9B57F32},"LINESTRING (-88.14540988777698 41.77170879009064,-88.14540588254252 41.771683291522706)",fe67a955-c27c-4b38-8e56-38290ea8d124
4143,WM-4143,19980101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,28.64457037710183,{58753F67-9526-458C-A9B6-4359D6A9E8DB},"LINESTRING (-88.14540588254252 41.771683291522706,-88.14539362008833 41.77160521977605)",1857baa1-03bb-41ab-aa6f-d6ebbdd4c8a0
4144,WM-4144,000000,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,4.192230618038889,{3C9E718D-FDD8-40ED-A282-541FBBAA49C4},"LINESTRING (-88.14540588254252 41.771683291522706,-88.14539078323774 41.77168543490137)",659568e0-df06-4de2-b762-fbf7089a3dd9
4145,WM-4145,000000,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,28.759194275455023,{4EB00F92-6ED2-494D-9B2E-F777C6390652},"LINESTRING (-88.14539078323774 41.77168543490137,-88.14536108395791 41.771689653141635,-88.14536623343524 41.7717162286182,-88.14537187938578 41.771745364642534)",045ac8e7-4f05-4aff-a90b-92c3a8a30860
4146,WM-4146,19370101,Cast Iron,4",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,170.01628265050417,{BE184792-2459-4A56-A054-2D11CBC56A8E},"LINESTRING (-88.14673577327734 41.78206002085244,-88.14712370694095 41.7820656346792,-88.14735902115412 41.78206910858199)",ad5a6e08-e137-4397-9eb0-98685770c4b6
4147,WM-4147,19940101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,2.6640412105975204,{CB826BDD-6F93-4304-98DE-466B74CFE714},"LINESTRING (-88.15154600200023 41.76852346488365,-88.15153623640008 41.76852343592635)",0ba21159-a0f2-41be-ad45-bfc757660b24
4148,WM-4148,19970101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,3.0538315476882203,{7FC60A8D-314E-4F62-8B5F-75E08D24B155},"LINESTRING (-88.15151196799982 41.7691562675882,-88.15150078028222 41.76915597257044)",3f39560f-2a49-43a9-9caf-d20bb851c409
4149,WM-4149,19740101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20160204212651,Esri,216.4225212169972,{439B6FBD-8129-42AD-8E80-FE4F89DEEDD3},"LINESTRING (-88.16924692127321 41.79154682220583,-88.16926151670322 41.79153714435843,-88.16927355832401 41.79152873417253,-88.16930923329626 41.791505356808926,-88.16936529370491 41.79147531254342,-88.16937959251256 41.791469185282935,-88.16942713123342 41.791448144143956,-88.1694869237864 41.79143028973446,-88.16955073486461 41.791417078784455,-88.1696259211492 41.791408146319995,-88.1697185478863 41.79140805858646,-88.16998877705967 41.79140611118806)",e6ebe665-1a5a-4eb1-99a9-b76081a9c376
4150,WM-4150,19740101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20160204212651,Esri,2.2173273673707428,{CF18F439-0A92-45A8-B72A-F3F2CFEAD371},"LINESTRING (-88.16998877705967 41.79140611118806,-88.16999659535956 41.791407782570545)",7f6597de-6d2b-45ed-9324-31672cc7cdb4
4151,WM-4151,19750101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,76.13973541067244,{6879CFA0-A0EA-4FAA-96D2-37C6482069B9},"LINESTRING (-88.17026517741735 41.79462708403861,-88.17026847185628 41.7944181482563)",ec8dd337-08ee-4b4a-a61c-8bf6e677bcd5
4152,WM-4152,19750101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,2.6201290399821153,{AF8547C4-05D6-4474-9551-F11B96037AD0},"LINESTRING (-88.17026847185628 41.7944181482563,-88.1702685526448 41.79441095808845)",88bec414-c8ea-4726-955b-972e5905aa4e
4153,WM-4153,000000,Unknown,8",Potable Water,No,True,True,Our Agency,Our Agency,20160204213318,Esri,207.2932186972801,{C5B8EC81-9F1F-49C3-A57D-A2D32C7CF8DE},"LINESTRING (-88.17304489577326 41.78187900348636,-88.17288893148715 41.78158018491092,-88.17278216704689 41.78137562905209,-88.1727474713581 41.78138725736884)",60ed1405-c581-4b76-86e6-53e5c72a334d
4154,WM-4154,000000,Unknown,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,77.8271775660325,{6D0E6ECD-CE6B-40AE-AD5A-D58CFFED8194},"LINESTRING (-88.1727474713581 41.78138725736884,-88.17248823995324 41.78147652676915)",bedced4f-0f71-473b-965f-2dec28dbe910
4155,WM-4155,000000,Ductile Iron,4",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,7.34177230822195,{B34F9545-03C5-4816-8B4A-C48073F765CB},"LINESTRING (-88.1726343886904 41.78129356503873,-88.17265792635455 41.78128378940479)",8718f296-e3e3-48cd-9172-364077137169
4156,WM-4156,000000,Ductile Iron,4",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,4.306560418822707,{87C5F235-6240-4D6D-BBDE-80996536EA87},"LINESTRING (-88.17242270744546 41.781390979750796,-88.1724310859374 41.78140099721938)",58116766-d996-42e8-914c-4e997caaa752
4157,WM-4157,000000,Ductile Iron,4",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,31.630196324851077,{838EB985-8FB2-46D9-BB9B-A1363DCF3445},"LINESTRING (-88.1724310859374 41.78140099721938,-88.17248823995324 41.78147652676915)",fde543bf-32c3-4950-bf18-4e33f39eecbd
4158,WM-4158,20010101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20160204213305,Esri,90.54093245122588,{48DCF0CC-3BD1-4A5C-9CD7-9B5C32C553F8},"LINESTRING (-88.14835294877707 41.7685787243392,-88.14833835504253 41.76877691526816,-88.14833468061282 41.76882682017693)",e715430c-50ce-4cf4-b843-7fa9d2c732e4
4159,WM-4159,20010101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,148.32136818625617,{6A5F2CCE-1164-49D3-BD0C-2A5EAF3E6F37},"LINESTRING (-88.14833468061282 41.76882682017693,-88.14832732297056 41.76892675062757,-88.14830123943177 41.768993669656275,-88.14826609900169 41.76922945461472)",42bcff9c-7205-4c91-8d58-44c363c30c40
4160,WM-4160,19660101,Cast Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,3.6603669425588294,{FE0DC76F-4622-4C73-B807-1FA529ED56DE},"LINESTRING (-88.17311797423169 41.76682857477307,-88.17311630932322 41.76681860720828)",714e6c57-4c83-49ee-b3f3-d0c383f92665
4162,WM-4162,19880101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,314.7819957030247,{59807605-51E8-44A4-902E-03259BC6F13D},"LINESTRING (-88.12662805176647 41.7921324102144,-88.12659482668715 41.79211330239022,-88.12631493575891 41.79212128697299,-88.12622276298319 41.79212391466141,-88.1257016160123 41.79213589953987,-88.12548294220046 41.79213848160903)",0bb97b2c-6b55-451e-ad9d-766e993beff2
4163,WM-4163,19690101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,33.59225700622108,{1F760A91-46DC-4D88-9A2F-BE8AA702C8AD},"LINESTRING (-88.12675119329172 41.79212994773696,-88.12662805176647 41.7921324102144)",785fb7e6-5f23-421f-8c60-f56f66d4b4b5
4164,WM-4164,19690101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,11.108681954955403,{2F88E72F-159E-46BB-91F5-C5D263DC1B19},"LINESTRING (-88.12662805176647 41.7921324102144,-88.12658732985369 41.79213322379309)",13833b86-fffa-452d-aae8-c8211832949a
4165,WM-4165,19760101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,10.572894361603428,{6E70BE96-3998-4CFC-863C-AD48EA44142C},"LINESTRING (-88.15837482176903 41.793448373927255,-88.15835787438434 41.79342227726202)",bb588307-a135-4d1f-9f7a-ab6938c2de8a
4166,WM-4166,000000,Unknown,10",Potable Water,No,True,True,Our Agency,Our Agency,20170111100218,Esri,239.79671384320812,{18176E39-F752-4043-842D-0B7A0E82CB0D},"LINESTRING (-88.16547600936117 41.7730764994677,-88.16552611488758 41.773060370606224,-88.16572569049279 41.77299612921783,-88.16584377953149 41.77295811697994,-88.1662629505465 41.77278495247179)",7c1dd897-189d-4185-8fb1-0c0823a85756
4167,WM-4167,000000,Unknown,12",Potable Water,No,True,True,Our Agency,Our Agency,20170111100207,Esri,240.4990185298724,{464ACB31-2603-487A-8E20-233CC2D722BC},"LINESTRING (-88.1662629505465 41.77278495247179,-88.16651982121876 41.77268631535033,-88.16676925374419 41.7725991375113,-88.16682098679748 41.772581262835786,-88.16706207185834 41.77250697178125)",1c05f375-1af2-4c61-b56b-20cbb1a8d134
4168,WM-4168,19890101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,216.70369146505504,{97346C84-ADA2-4815-B64A-53D711624C97},"LINESTRING (-88.12925471922289 41.790757365790036,-88.12939065637194 41.79087410853518,-88.12954793975491 41.7910138581001,-88.129769282878 41.791210529264575)",ad551e73-34e6-44a6-815d-dde1fb63e2ca
4169,WM-4169,19890101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,6.7631547589484295,{36637F27-039D-4112-A6E7-78DB925336E7},"LINESTRING (-88.129769282878 41.791210529264575,-88.12978333355211 41.79122582338626)",2e95a240-1e54-4d3d-b029-fa1ee714cc14
4170,WM-4170,19750101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,16.53757888637381,{4CE51938-6877-4F4C-BC12-46733A55241A},"LINESTRING (-88.12493920568009 41.795342112019604,-88.12490131712987 41.79530667442069)",8a25c8a4-fb5a-4d4c-a92e-277f41642804
4171,WM-4171,19750101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,5.091852542057267,{E8E7B763-D220-4F2F-9406-00E640CB0A9C},"LINESTRING (-88.12490131712987 41.79530667442069,-88.12488991082533 41.79529561080331)",d78f0c6b-7c8f-469f-9db7-4903537bdffa
4172,WM-4172,20000101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,2.5231322986968157,{4CEEC820-F636-41F2-BCB0-020F8EDFCB7D},"LINESTRING (-88.1290002443855 41.77453226939508,-88.1290035158444 41.77453874612822)",786246a1-f3be-49bb-8632-3d7c789284a5
4173,WM-4173,19730101,Unknown,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,14.368362708849933,{6791D7E5-E608-418C-BBDD-4337B24751EB},"LINESTRING (-88.1287297577906 41.76785923279227,-88.12872955354825 41.7678198018489)",9003f05f-bc8d-433d-84ed-74195377c527
4174,WM-4174,19690101,Cast Iron,10",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,84.62202445515787,{EF18CEA0-D0AA-4A4B-B48E-D0D99461D5C2},"LINESTRING (-88.12872955354825 41.7678198018489,-88.12872656037771 41.76759300090183,-88.12872624083018 41.76758758913957)",fb302829-dbeb-4471-983d-101d60652fd4
4175,WM-4175,19690101,Cast Iron,10",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,83.57911141718317,{AB1243CC-8B51-4975-B668-2E00691B160D},"LINESTRING (-88.12872624083018 41.76758758913957,-88.12871738660431 41.767358317948315)",8f4fcdc4-d253-4692-b153-55a770f3fcf7
4176,WM-4176,20010101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,8.846247024939597,{45F18584-5F8E-4AFC-BCED-AD82734C3CB5},"LINESTRING (-88.1487277007267 41.76595393449675,-88.14872360771594 41.76597801719386)",83562bd5-b58e-4119-9e3e-db510856a8f5
4177,WM-4177,000000,Polyvinyl Chloride,Unknown,Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,13.421292029150036,{03E66587-E849-4DAA-90F4-92BD829F5EEC},"LINESTRING (-88.14871414840579 41.76603362926339,-88.14866505452264 41.7660312454308)",9bd9c4ce-5f78-44dc-b0e1-f9f440f71eb6
4178,WM-4178,000000,Unknown,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,198.1190979072179,{11D810D4-3DF4-4547-A4BA-D03CD2F1ECD9},"LINESTRING (-88.14795007598373 41.77159505107603,-88.1472249840992 41.77162623431541)",d388d229-81a2-424e-8581-5f0e91ea06d1
4179,WM-4179,20040101,Polyvinyl Chloride,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,321.65905822299646,{6B197A29-A358-4548-A199-F01A4C2BCC20},"LINESTRING (-88.14705251406782 41.77161959103385,-88.14707010382548 41.77160550363868,-88.1471199990933 41.77156554351226,-88.14800616126922 41.7715433435936,-88.14819974082747 41.77153849299554)",99617ec8-8376-452d-a7e1-34e86605515a
4180,WM-4180,20040101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,73.35624025396244,{64454642-E6E1-4185-9669-FA88215903F6},"LINESTRING (-88.14819974082747 41.77153849299554,-88.14820052632452 41.77144391908131,-88.14827836554602 41.77144472785883,-88.14834309300197 41.771445419133784)",afd7442d-9676-453f-a7bf-f739a368e216
4181,WM-4181,20040101,Ductile Iron,10",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,5.153926254479459,{077DF0CC-85FB-481E-8501-211BACA8C02B},"LINESTRING (-88.14834309300197 41.771445419133784,-88.14834303862396 41.771431275221275)",ded6c83a-bc0b-4b52-a7fc-6e4d60dcb511
4182,WM-4182,20040101,Ductile Iron,10",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,12.735946139819339,{6A951F54-97AD-41F1-A692-15DF4C9E7455},"LINESTRING (-88.14834303862396 41.771431275221275,-88.14834415772181 41.77139633387918)",bdbcd3df-9bab-4e5a-9cca-eec482d00bbb
4183,WM-4183,20040101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,7.051731534914355,{0F27942C-33E5-4EB7-A7C6-0215800EB0E8},"LINESTRING (-88.14889836269559 41.77145404597472,-88.14891511201095 41.77145524693624,-88.14892409571989 41.7714558925115)",d8db3d2f-2a85-4cf4-a569-c2c2cfe754fe
4184,WM-4184,20040101,Ductile Iron,10",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,5.311014464904426,{C401BA9C-C96B-4C9B-A34D-EE38CC85DFCA},"LINESTRING (-88.14889836269559 41.77145404597472,-88.14889841887843 41.771439470965355)",886b3019-14d8-4f40-a9b2-a8a077d99948
4185,WM-4185,20040101,Ductile Iron,10",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,13.603034131493583,{F6750BBE-5B2A-41DC-AD1C-A55F9D225B9B},"LINESTRING (-88.14889841887843 41.771439470965355,-88.14889766825857 41.771402144252015)",c8e05311-fde9-427e-a5af-bcdbbc028284
4186,WM-4186,20040101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,17.36235928513744,{C5687369-CF41-4B6F-A25F-BA9BE54F40B6},"LINESTRING (-88.14938622093558 41.771463538218235,-88.14944985410848 41.771464592665666)",4d2b8538-6a55-40ff-8259-4c0d4e559f52
4187,WM-4187,20040101,Ductile Iron,10",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,4.732930270850278,{11DCD2EC-0E88-4637-9BE2-3E0859FFD8AF},"LINESTRING (-88.14938622093558 41.771463538218235,-88.1493862616512 41.77145054962599)",8d45e342-13ec-49fb-9261-ad8f2977e306
4188,WM-4188,20040101,Ductile Iron,10",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,19.95508833775298,{833925FB-D878-4128-AF17-C440952A5EE1},"LINESTRING (-88.1493862616512 41.77145054962599,-88.14938985650302 41.771395852839156)",fefe0071-49a2-48b7-9aa4-3165e9049f41
4189,WM-4189,20040101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,91.64557295875622,{7C935236-891D-442D-A0A8-5545195E5A0F},"LINESTRING (-88.14944985410848 41.771464592665666,-88.14948513335382 41.771465115513095,-88.14961698887672 41.77162207087369,-88.14961779937828 41.77166174132539)",2aece58b-553b-4b4c-bde1-d37127492a2e
4190,WM-4190,19850101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,17.322275511071126,{C69B3503-A880-4746-91FE-2E358035719B},"LINESTRING (-88.14710012701009 41.7716347862402,-88.14706246910086 41.771637864763406,-88.14703875304852 41.77163060898979)",d527c30d-0de4-44eb-9cfb-f9825a172d5c
4191,WM-4191,19850101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,153.40679845312698,{750C8E59-F943-4540-9361-F8C194A54148},"LINESTRING (-88.14703875304852 41.77163060898979,-88.14700519658169 41.771620339939744,-88.14652206246109 41.77164876591437,-88.1464806782575 41.77165108638367)",61e29c42-17a3-4860-9011-1cbb4055cc7e
4192,WM-4192,20040101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,42.04083677272584,{FB82D3E0-2948-40E0-A0CF-9765C824F041},"LINESTRING (-88.14961779937828 41.77166174132539,-88.14965892829449 41.771661178630005,-88.14966820539885 41.77165300734742,-88.14966847741287 41.771579152689796)",a6a4c849-13a1-4ef5-9f43-70865c48fc6a
4193,WM-4193,20040101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,7.756454618325678,{64D29F05-0A35-4D47-B6C0-9243CB104F6C},"LINESTRING (-88.14966847741287 41.771579152689796,-88.14967020620246 41.77155790595264)",ea4bbd59-852d-4f4a-93d4-9ec33d5135a5
4194,WM-4194,000000,Unknown,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,423.5700181292995,{F40D538F-58EB-462F-90F5-4BC097E5FDF6},"LINESTRING (-88.14802051698325 41.77185592914932,-88.14824243906214 41.77185972627226,-88.14837938388203 41.77186206536625,-88.14841145196893 41.77186261308606,-88.1485327704544 41.771864688248584,-88.14859330221374 41.771865724676424,-88.1486308413867 41.77186716258878,-88.14865230659477 41.771867987614606,-88.1487937492419 41.77187341269074,-88.14892965153155 41.77187862521814,-88.14898209961717 41.77188012565954,-88.14946381612653 41.771893902457315,-88.14957223486886 41.77189700390127)",7cb600a8-ab82-4217-b880-01706524a8d4
4195,WM-4195,20040101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,16.68763159862486,{EFC00862-8685-4A67-9EFA-C0F0185B0536},"LINESTRING (-88.14957223486886 41.77189700390127,-88.14963336601434 41.771898751127324)",9ef8e82a-1e8c-4991-9462-f22efa5bb2f2
4196,WM-4196,20040101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,86.46840817046187,{2CA495BA-6622-43F4-8BEB-9D02D3784583},"LINESTRING (-88.14961779937828 41.77166174132539,-88.14963336601434 41.771898751127324)",c2e1bc69-a5e1-4440-aeb1-9281182c7e97
4197,WM-4197,20040101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,193.25025633661107,{F7FD4A41-CE9A-442F-9D84-15E6A8C7998B},"LINESTRING (-88.14967020620246 41.77155790595264,-88.14969882971994 41.7711210840649,-88.14968193037284 41.77108606708794,-88.14968633833513 41.77103040549684)",48d7b356-51d8-4e2b-8a1e-cceb179cbd67
4198,WM-4198,20040101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,15.296989050653222,{EF1D8BC1-CE4C-49D4-AF82-5DA7BE70B3F2},"LINESTRING (-88.14968633833513 41.77103040549684,-88.14968757897259 41.77098843608776)",abbd6bd8-72d9-48f3-8183-357e5be55392
4199,WM-4199,20040101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,7.825005268251191,{DA0B2F6A-644E-48DC-A1DB-A59C3C473E74},"LINESTRING (-88.14968757897259 41.77098843608776,-88.14971619825673 41.77098989450168)",72c46227-5f2f-45b7-a3b9-db05d377b795
4200,WM-4200,19940101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,492.24488707818114,{B5964766-ECF6-47D2-9ABC-7150982F5FB8},"LINESTRING (-88.15147370606255 41.77095320256545,-88.15146548234289 41.77103948138452,-88.15123672739364 41.77103287052097,-88.1510765446057 41.77102823895787,-88.1509692012776 41.77102513793946,-88.15082300211623 41.771021072037875,-88.15064789737617 41.77101598309683,-88.15051230346069 41.77101204080572,-88.15047384856847 41.77101092258041,-88.15035704436751 41.77100752591864,-88.15034419343736 41.771007068774864,-88.1502930170283 41.77100566461919,-88.14993771948824 41.770995333575144,-88.14982636680273 41.77099209633692,-88.14977777628695 41.7709906816761)",3bcdd565-5909-43f5-bdea-f28ddb20ec0e
4201,WM-4201,20040101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,16.800069635012445,{18027624-AEAF-4477-82A5-E82E74485964},"LINESTRING (-88.14971619825673 41.77098989450168,-88.14977777628695 41.7709906816761)",888bc2f6-5435-43b1-8ce1-498b03f6c331
4202,WM-4202,20040101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,63.84296461021409,{58720FA9-6C04-45F0-9654-E4A1A9DBFEB3},"LINESTRING (-88.14892409571989 41.7714558925115,-88.14905104694908 41.77145799237392,-88.14913828848928 41.77145943600047,-88.14915808079665 41.77145976394973)",5672fa1b-6889-4452-9ba8-38b5b220ed4d
4203,WM-4203,20040101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,62.24816205857351,{89772E09-9084-4046-B6BD-65B13BED00C9},"LINESTRING (-88.14915808079665 41.77145976394973,-88.14935442719649 41.77146301281864,-88.14938622093558 41.771463538218235)",bed31128-76e5-43d3-ad22-e3e0e3cf33b1
4204,WM-4204,20040101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,58.22112424396208,{6D6572E4-AEB8-4ACA-AEB2-6E3A34E8E10C},"LINESTRING (-88.14834309300197 41.771445419133784,-88.14836653555062 41.77144575399704,-88.14854289882088 41.771448504790726,-88.14855648058672 41.77144871571113)",59cd7c83-8ff7-45cf-8ed9-637eb7ccf1aa
4205,WM-4205,20040101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,93.28019067267874,{2A0EFA9A-F559-4D75-A4A3-F66D6FBC1354},"LINESTRING (-88.14855648058672 41.77144871571113,-88.14863063487516 41.7714498721668,-88.14868000091816 41.7714506402968,-88.14871131365793 41.77145112999592,-88.14889836269559 41.77145404597472)",08c36d6c-d7b8-455f-81b6-0b75c37e6481
4206,WM-4206,20040101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,36.26476598434013,{EC855A36-5B6F-439B-A1CB-7690EFF4086D},"LINESTRING (-88.14968757897259 41.77098843608776,-88.14969366201908 41.77088901855647)",c3e70269-ffd5-4907-a4ca-d3cf13610447
4207,WM-4207,20040101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,8.882438663713312,{F6633005-CCFA-4119-9084-89CE543D5116},"LINESTRING (-88.14969366201908 41.77088901855647,-88.14969515067186 41.77086466787594)",f3f959fc-b410-4ed8-8b32-7b3cfc3dfeef
4208,WM-4208,20040101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,36.534617923475174,{AF74F54D-2679-416D-BA42-A5926A5B60B7},"LINESTRING (-88.14969366201908 41.77088901855647,-88.14966121835178 41.7708879105675,-88.14962242473237 41.770863064209166,-88.14962397197971 41.77082535221338)",049786ac-c50b-4477-bbf7-bb82fe3bc59e
4209,WM-4209,20040101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,8.283336901932664,{D679A74C-1BB4-4122-B503-AC5A788A8ABC},"LINESTRING (-88.14962397197971 41.77082535221338,-88.14962691462442 41.77080272715613)",bef1c3d5-3c0f-4259-8c00-a170872400a2
4210,WM-4210,19750101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,218.88797622037154,{76E184B7-2B03-4617-A190-9B54B9847058},"LINESTRING (-88.17026701152902 41.792819760382194,-88.17026484889725 41.7926775974805,-88.17026371619079 41.792603296263614,-88.17026125560008 41.79244151316144,-88.17026017680251 41.792370628888996,-88.17025786948912 41.79221910471432)",608aec38-5159-4a17-8314-21a177a1949e
4211,WM-4211,19750101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,1.8131466840762702,{911D58C4-EBB4-44E4-8CE7-2E08CF785F9E},"LINESTRING (-88.17025786948912 41.79221910471432,-88.17025779427286 41.79221412921105)",a65c17e8-7d6c-4241-b502-e0893b127631
4212,WM-4212,19670101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,13.065646957873298,{56B96720-CF15-4431-89A3-2F10E69F262F},"LINESTRING (-88.17478751905907 41.76655368177834,-88.17474081447111 41.7665616224682)",03544028-5952-4f9a-baa1-53146367de20
4213,WM-4213,19890101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,333.2279231598414,{74721FFE-4313-4839-A85B-389A07F8EDB2},"LINESTRING (-88.1757548470989 41.766415349674446,-88.17485685498326 41.76655788040087,-88.1747786295173 41.76636793674189,-88.17474107463916 41.76637247317182)",6785c0fb-f732-4fff-b979-3e51245d466a
4214,WM-4214,19890101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20160204212651,Esri,141.7807686307425,{5C3B1C0A-1218-4AAA-8867-1EE03DE42017},"LINESTRING (-88.17474107463916 41.76637247317182,-88.17467049882421 41.76637908885642,-88.17466979069106 41.76657180838266,-88.17466971848552 41.766591840511474,-88.17450906737766 41.7666180154585)",96a85513-7618-4059-ad29-d4413f3fd84b
4215,WM-4215,19670101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135108,Esri,30.383733855038024,{82319D02-3BCB-4E54-B24F-85CEB7C74695},"LINESTRING (-88.17473190239114 41.766289373892825,-88.17474107463916 41.76637247317182)",020d228f-d5c7-46d9-97ba-94e0ebf48b56
